name	type	source	detector	wavelength_nominal	units	sampling_frequency
S3-D6	NIRSCWAMPLITUDE	3	6	750	n/a	10.00060208968126
S4-D6	NIRSCWAMPLITUDE	4	6	750	n/a	10.00060208968126
S5-D6	NIRSCWAMPLITUDE	5	6	750	n/a	10.00060208968126
S6-D6	NIRSCWAMPLITUDE	6	6	750	n/a	10.00060208968126
S7-D6	NIRSCWAMPLITUDE	7	6	750	n/a	10.00060208968126
S8-D6	NIRSCWAMPLITUDE	8	6	750	n/a	10.00060208968126
S9-D6	NIRSCWAMPLITUDE	9	6	750	n/a	10.00060208968126
S10-D6	NIRSCWAMPLITUDE	10	6	750	n/a	10.00060208968126
S11-D6	NIRSCWAMPLITUDE	11	6	750	n/a	10.00060208968126
S12-D6	NIRSCWAMPLITUDE	12	6	750	n/a	10.00060208968126
S13-D6	NIRSCWAMPLITUDE	13	6	750	n/a	10.00060208968126
S14-D6	NIRSCWAMPLITUDE	14	6	750	n/a	10.00060208968126
S15-D6	NIRSCWAMPLITUDE	15	6	750	n/a	10.00060208968126
S1-D7	NIRSCWAMPLITUDE	1	7	750	n/a	10.00060208968126
S2-D7	NIRSCWAMPLITUDE	2	7	750	n/a	10.00060208968126
S3-D7	NIRSCWAMPLITUDE	3	7	750	n/a	10.00060208968126
S4-D7	NIRSCWAMPLITUDE	4	7	750	n/a	10.00060208968126
S5-D7	NIRSCWAMPLITUDE	5	7	750	n/a	10.00060208968126
S6-D7	NIRSCWAMPLITUDE	6	7	750	n/a	10.00060208968126
S7-D7	NIRSCWAMPLITUDE	7	7	750	n/a	10.00060208968126
S8-D7	NIRSCWAMPLITUDE	8	7	750	n/a	10.00060208968126
S9-D7	NIRSCWAMPLITUDE	9	7	750	n/a	10.00060208968126
S10-D7	NIRSCWAMPLITUDE	10	7	750	n/a	10.00060208968126
S11-D7	NIRSCWAMPLITUDE	11	7	750	n/a	10.00060208968126
S12-D7	NIRSCWAMPLITUDE	12	7	750	n/a	10.00060208968126
S13-D7	NIRSCWAMPLITUDE	13	7	750	n/a	10.00060208968126
S14-D7	NIRSCWAMPLITUDE	14	7	750	n/a	10.00060208968126
S15-D7	NIRSCWAMPLITUDE	15	7	750	n/a	10.00060208968126
S16-D7	NIRSCWAMPLITUDE	16	7	750	n/a	10.00060208968126
S17-D7	NIRSCWAMPLITUDE	17	7	750	n/a	10.00060208968126
S18-D7	NIRSCWAMPLITUDE	18	7	750	n/a	10.00060208968126
S1-D8	NIRSCWAMPLITUDE	1	8	750	n/a	10.00060208968126
S2-D8	NIRSCWAMPLITUDE	2	8	750	n/a	10.00060208968126
S3-D8	NIRSCWAMPLITUDE	3	8	750	n/a	10.00060208968126
S4-D8	NIRSCWAMPLITUDE	4	8	750	n/a	10.00060208968126
S5-D8	NIRSCWAMPLITUDE	5	8	750	n/a	10.00060208968126
S6-D8	NIRSCWAMPLITUDE	6	8	750	n/a	10.00060208968126
S7-D8	NIRSCWAMPLITUDE	7	8	750	n/a	10.00060208968126
S8-D8	NIRSCWAMPLITUDE	8	8	750	n/a	10.00060208968126
S9-D8	NIRSCWAMPLITUDE	9	8	750	n/a	10.00060208968126
S10-D8	NIRSCWAMPLITUDE	10	8	750	n/a	10.00060208968126
S11-D8	NIRSCWAMPLITUDE	11	8	750	n/a	10.00060208968126
S12-D8	NIRSCWAMPLITUDE	12	8	750	n/a	10.00060208968126
S13-D8	NIRSCWAMPLITUDE	13	8	750	n/a	10.00060208968126
S14-D8	NIRSCWAMPLITUDE	14	8	750	n/a	10.00060208968126
S15-D8	NIRSCWAMPLITUDE	15	8	750	n/a	10.00060208968126
S16-D8	NIRSCWAMPLITUDE	16	8	750	n/a	10.00060208968126
S17-D8	NIRSCWAMPLITUDE	17	8	750	n/a	10.00060208968126
S18-D8	NIRSCWAMPLITUDE	18	8	750	n/a	10.00060208968126
S4-D9	NIRSCWAMPLITUDE	4	9	750	n/a	10.00060208968126
S5-D9	NIRSCWAMPLITUDE	5	9	750	n/a	10.00060208968126
S6-D9	NIRSCWAMPLITUDE	6	9	750	n/a	10.00060208968126
S7-D9	NIRSCWAMPLITUDE	7	9	750	n/a	10.00060208968126
S8-D9	NIRSCWAMPLITUDE	8	9	750	n/a	10.00060208968126
S9-D9	NIRSCWAMPLITUDE	9	9	750	n/a	10.00060208968126
S10-D9	NIRSCWAMPLITUDE	10	9	750	n/a	10.00060208968126
S11-D9	NIRSCWAMPLITUDE	11	9	750	n/a	10.00060208968126
S12-D9	NIRSCWAMPLITUDE	12	9	750	n/a	10.00060208968126
S13-D9	NIRSCWAMPLITUDE	13	9	750	n/a	10.00060208968126
S14-D9	NIRSCWAMPLITUDE	14	9	750	n/a	10.00060208968126
S15-D9	NIRSCWAMPLITUDE	15	9	750	n/a	10.00060208968126
S16-D9	NIRSCWAMPLITUDE	16	9	750	n/a	10.00060208968126
S17-D9	NIRSCWAMPLITUDE	17	9	750	n/a	10.00060208968126
S18-D9	NIRSCWAMPLITUDE	18	9	750	n/a	10.00060208968126
S19-D9	NIRSCWAMPLITUDE	19	9	750	n/a	10.00060208968126
S20-D9	NIRSCWAMPLITUDE	20	9	750	n/a	10.00060208968126
S21-D9	NIRSCWAMPLITUDE	21	9	750	n/a	10.00060208968126
S4-D10	NIRSCWAMPLITUDE	4	10	750	n/a	10.00060208968126
S5-D10	NIRSCWAMPLITUDE	5	10	750	n/a	10.00060208968126
S6-D10	NIRSCWAMPLITUDE	6	10	750	n/a	10.00060208968126
S7-D10	NIRSCWAMPLITUDE	7	10	750	n/a	10.00060208968126
S8-D10	NIRSCWAMPLITUDE	8	10	750	n/a	10.00060208968126
S9-D10	NIRSCWAMPLITUDE	9	10	750	n/a	10.00060208968126
S10-D10	NIRSCWAMPLITUDE	10	10	750	n/a	10.00060208968126
S11-D10	NIRSCWAMPLITUDE	11	10	750	n/a	10.00060208968126
S12-D10	NIRSCWAMPLITUDE	12	10	750	n/a	10.00060208968126
S13-D10	NIRSCWAMPLITUDE	13	10	750	n/a	10.00060208968126
S14-D10	NIRSCWAMPLITUDE	14	10	750	n/a	10.00060208968126
S15-D10	NIRSCWAMPLITUDE	15	10	750	n/a	10.00060208968126
S16-D10	NIRSCWAMPLITUDE	16	10	750	n/a	10.00060208968126
S17-D10	NIRSCWAMPLITUDE	17	10	750	n/a	10.00060208968126
S18-D10	NIRSCWAMPLITUDE	18	10	750	n/a	10.00060208968126
S19-D10	NIRSCWAMPLITUDE	19	10	750	n/a	10.00060208968126
S20-D10	NIRSCWAMPLITUDE	20	10	750	n/a	10.00060208968126
S21-D10	NIRSCWAMPLITUDE	21	10	750	n/a	10.00060208968126
S7-D11	NIRSCWAMPLITUDE	7	11	750	n/a	10.00060208968126
S8-D11	NIRSCWAMPLITUDE	8	11	750	n/a	10.00060208968126
S9-D11	NIRSCWAMPLITUDE	9	11	750	n/a	10.00060208968126
S10-D11	NIRSCWAMPLITUDE	10	11	750	n/a	10.00060208968126
S11-D11	NIRSCWAMPLITUDE	11	11	750	n/a	10.00060208968126
S12-D11	NIRSCWAMPLITUDE	12	11	750	n/a	10.00060208968126
S13-D11	NIRSCWAMPLITUDE	13	11	750	n/a	10.00060208968126
S14-D11	NIRSCWAMPLITUDE	14	11	750	n/a	10.00060208968126
S15-D11	NIRSCWAMPLITUDE	15	11	750	n/a	10.00060208968126
S16-D11	NIRSCWAMPLITUDE	16	11	750	n/a	10.00060208968126
S17-D11	NIRSCWAMPLITUDE	17	11	750	n/a	10.00060208968126
S18-D11	NIRSCWAMPLITUDE	18	11	750	n/a	10.00060208968126
S19-D11	NIRSCWAMPLITUDE	19	11	750	n/a	10.00060208968126
S20-D11	NIRSCWAMPLITUDE	20	11	750	n/a	10.00060208968126
S21-D11	NIRSCWAMPLITUDE	21	11	750	n/a	10.00060208968126
S22-D11	NIRSCWAMPLITUDE	22	11	750	n/a	10.00060208968126
S23-D11	NIRSCWAMPLITUDE	23	11	750	n/a	10.00060208968126
S24-D11	NIRSCWAMPLITUDE	24	11	750	n/a	10.00060208968126
S7-D12	NIRSCWAMPLITUDE	7	12	750	n/a	10.00060208968126
S8-D12	NIRSCWAMPLITUDE	8	12	750	n/a	10.00060208968126
S9-D12	NIRSCWAMPLITUDE	9	12	750	n/a	10.00060208968126
S10-D12	NIRSCWAMPLITUDE	10	12	750	n/a	10.00060208968126
S11-D12	NIRSCWAMPLITUDE	11	12	750	n/a	10.00060208968126
S12-D12	NIRSCWAMPLITUDE	12	12	750	n/a	10.00060208968126
S13-D12	NIRSCWAMPLITUDE	13	12	750	n/a	10.00060208968126
S14-D12	NIRSCWAMPLITUDE	14	12	750	n/a	10.00060208968126
S15-D12	NIRSCWAMPLITUDE	15	12	750	n/a	10.00060208968126
S16-D12	NIRSCWAMPLITUDE	16	12	750	n/a	10.00060208968126
S17-D12	NIRSCWAMPLITUDE	17	12	750	n/a	10.00060208968126
S18-D12	NIRSCWAMPLITUDE	18	12	750	n/a	10.00060208968126
S19-D12	NIRSCWAMPLITUDE	19	12	750	n/a	10.00060208968126
S20-D12	NIRSCWAMPLITUDE	20	12	750	n/a	10.00060208968126
S21-D12	NIRSCWAMPLITUDE	21	12	750	n/a	10.00060208968126
S22-D12	NIRSCWAMPLITUDE	22	12	750	n/a	10.00060208968126
S23-D12	NIRSCWAMPLITUDE	23	12	750	n/a	10.00060208968126
S24-D12	NIRSCWAMPLITUDE	24	12	750	n/a	10.00060208968126
S10-D13	NIRSCWAMPLITUDE	10	13	750	n/a	10.00060208968126
S11-D13	NIRSCWAMPLITUDE	11	13	750	n/a	10.00060208968126
S12-D13	NIRSCWAMPLITUDE	12	13	750	n/a	10.00060208968126
S13-D13	NIRSCWAMPLITUDE	13	13	750	n/a	10.00060208968126
S14-D13	NIRSCWAMPLITUDE	14	13	750	n/a	10.00060208968126
S15-D13	NIRSCWAMPLITUDE	15	13	750	n/a	10.00060208968126
S16-D13	NIRSCWAMPLITUDE	16	13	750	n/a	10.00060208968126
S17-D13	NIRSCWAMPLITUDE	17	13	750	n/a	10.00060208968126
S18-D13	NIRSCWAMPLITUDE	18	13	750	n/a	10.00060208968126
S19-D13	NIRSCWAMPLITUDE	19	13	750	n/a	10.00060208968126
S20-D13	NIRSCWAMPLITUDE	20	13	750	n/a	10.00060208968126
S21-D13	NIRSCWAMPLITUDE	21	13	750	n/a	10.00060208968126
S22-D13	NIRSCWAMPLITUDE	22	13	750	n/a	10.00060208968126
S23-D13	NIRSCWAMPLITUDE	23	13	750	n/a	10.00060208968126
S24-D13	NIRSCWAMPLITUDE	24	13	750	n/a	10.00060208968126
S10-D14	NIRSCWAMPLITUDE	10	14	750	n/a	10.00060208968126
S11-D14	NIRSCWAMPLITUDE	11	14	750	n/a	10.00060208968126
S12-D14	NIRSCWAMPLITUDE	12	14	750	n/a	10.00060208968126
S13-D14	NIRSCWAMPLITUDE	13	14	750	n/a	10.00060208968126
S14-D14	NIRSCWAMPLITUDE	14	14	750	n/a	10.00060208968126
S15-D14	NIRSCWAMPLITUDE	15	14	750	n/a	10.00060208968126
S16-D14	NIRSCWAMPLITUDE	16	14	750	n/a	10.00060208968126
S17-D14	NIRSCWAMPLITUDE	17	14	750	n/a	10.00060208968126
S18-D14	NIRSCWAMPLITUDE	18	14	750	n/a	10.00060208968126
S19-D14	NIRSCWAMPLITUDE	19	14	750	n/a	10.00060208968126
S20-D14	NIRSCWAMPLITUDE	20	14	750	n/a	10.00060208968126
S21-D14	NIRSCWAMPLITUDE	21	14	750	n/a	10.00060208968126
S22-D14	NIRSCWAMPLITUDE	22	14	750	n/a	10.00060208968126
S23-D14	NIRSCWAMPLITUDE	23	14	750	n/a	10.00060208968126
S24-D14	NIRSCWAMPLITUDE	24	14	750	n/a	10.00060208968126
S13-D15	NIRSCWAMPLITUDE	13	15	750	n/a	10.00060208968126
S14-D15	NIRSCWAMPLITUDE	14	15	750	n/a	10.00060208968126
S15-D15	NIRSCWAMPLITUDE	15	15	750	n/a	10.00060208968126
S16-D15	NIRSCWAMPLITUDE	16	15	750	n/a	10.00060208968126
S17-D15	NIRSCWAMPLITUDE	17	15	750	n/a	10.00060208968126
S18-D15	NIRSCWAMPLITUDE	18	15	750	n/a	10.00060208968126
S19-D15	NIRSCWAMPLITUDE	19	15	750	n/a	10.00060208968126
S20-D15	NIRSCWAMPLITUDE	20	15	750	n/a	10.00060208968126
S21-D15	NIRSCWAMPLITUDE	21	15	750	n/a	10.00060208968126
S22-D15	NIRSCWAMPLITUDE	22	15	750	n/a	10.00060208968126
S23-D15	NIRSCWAMPLITUDE	23	15	750	n/a	10.00060208968126
S24-D15	NIRSCWAMPLITUDE	24	15	750	n/a	10.00060208968126
S13-D16	NIRSCWAMPLITUDE	13	16	750	n/a	10.00060208968126
S14-D16	NIRSCWAMPLITUDE	14	16	750	n/a	10.00060208968126
S15-D16	NIRSCWAMPLITUDE	15	16	750	n/a	10.00060208968126
S16-D16	NIRSCWAMPLITUDE	16	16	750	n/a	10.00060208968126
S17-D16	NIRSCWAMPLITUDE	17	16	750	n/a	10.00060208968126
S18-D16	NIRSCWAMPLITUDE	18	16	750	n/a	10.00060208968126
S19-D16	NIRSCWAMPLITUDE	19	16	750	n/a	10.00060208968126
S20-D16	NIRSCWAMPLITUDE	20	16	750	n/a	10.00060208968126
S21-D16	NIRSCWAMPLITUDE	21	16	750	n/a	10.00060208968126
S22-D16	NIRSCWAMPLITUDE	22	16	750	n/a	10.00060208968126
S23-D16	NIRSCWAMPLITUDE	23	16	750	n/a	10.00060208968126
S24-D16	NIRSCWAMPLITUDE	24	16	750	n/a	10.00060208968126
S16-D17	NIRSCWAMPLITUDE	16	17	750	n/a	10.00060208968126
S17-D17	NIRSCWAMPLITUDE	17	17	750	n/a	10.00060208968126
S18-D17	NIRSCWAMPLITUDE	18	17	750	n/a	10.00060208968126
S19-D17	NIRSCWAMPLITUDE	19	17	750	n/a	10.00060208968126
S20-D17	NIRSCWAMPLITUDE	20	17	750	n/a	10.00060208968126
S21-D17	NIRSCWAMPLITUDE	21	17	750	n/a	10.00060208968126
S22-D17	NIRSCWAMPLITUDE	22	17	750	n/a	10.00060208968126
S23-D17	NIRSCWAMPLITUDE	23	17	750	n/a	10.00060208968126
S24-D17	NIRSCWAMPLITUDE	24	17	750	n/a	10.00060208968126
S25-D18	NIRSCWAMPLITUDE	25	18	750	n/a	10.00060208968126
S26-D18	NIRSCWAMPLITUDE	26	18	750	n/a	10.00060208968126
S27-D18	NIRSCWAMPLITUDE	27	18	750	n/a	10.00060208968126
S28-D18	NIRSCWAMPLITUDE	28	18	750	n/a	10.00060208968126
S29-D18	NIRSCWAMPLITUDE	29	18	750	n/a	10.00060208968126
S30-D18	NIRSCWAMPLITUDE	30	18	750	n/a	10.00060208968126
S31-D18	NIRSCWAMPLITUDE	31	18	750	n/a	10.00060208968126
S32-D18	NIRSCWAMPLITUDE	32	18	750	n/a	10.00060208968126
S33-D18	NIRSCWAMPLITUDE	33	18	750	n/a	10.00060208968126
S25-D19	NIRSCWAMPLITUDE	25	19	750	n/a	10.00060208968126
S26-D19	NIRSCWAMPLITUDE	26	19	750	n/a	10.00060208968126
S27-D19	NIRSCWAMPLITUDE	27	19	750	n/a	10.00060208968126
S28-D19	NIRSCWAMPLITUDE	28	19	750	n/a	10.00060208968126
S29-D19	NIRSCWAMPLITUDE	29	19	750	n/a	10.00060208968126
S30-D19	NIRSCWAMPLITUDE	30	19	750	n/a	10.00060208968126
S31-D19	NIRSCWAMPLITUDE	31	19	750	n/a	10.00060208968126
S32-D19	NIRSCWAMPLITUDE	32	19	750	n/a	10.00060208968126
S33-D19	NIRSCWAMPLITUDE	33	19	750	n/a	10.00060208968126
S34-D19	NIRSCWAMPLITUDE	34	19	750	n/a	10.00060208968126
S35-D19	NIRSCWAMPLITUDE	35	19	750	n/a	10.00060208968126
S36-D19	NIRSCWAMPLITUDE	36	19	750	n/a	10.00060208968126
S25-D20	NIRSCWAMPLITUDE	25	20	750	n/a	10.00060208968126
S26-D20	NIRSCWAMPLITUDE	26	20	750	n/a	10.00060208968126
S27-D20	NIRSCWAMPLITUDE	27	20	750	n/a	10.00060208968126
S28-D20	NIRSCWAMPLITUDE	28	20	750	n/a	10.00060208968126
S29-D20	NIRSCWAMPLITUDE	29	20	750	n/a	10.00060208968126
S30-D20	NIRSCWAMPLITUDE	30	20	750	n/a	10.00060208968126
S31-D20	NIRSCWAMPLITUDE	31	20	750	n/a	10.00060208968126
S32-D20	NIRSCWAMPLITUDE	32	20	750	n/a	10.00060208968126
S33-D20	NIRSCWAMPLITUDE	33	20	750	n/a	10.00060208968126
S34-D20	NIRSCWAMPLITUDE	34	20	750	n/a	10.00060208968126
S35-D20	NIRSCWAMPLITUDE	35	20	750	n/a	10.00060208968126
S36-D20	NIRSCWAMPLITUDE	36	20	750	n/a	10.00060208968126
S25-D21	NIRSCWAMPLITUDE	25	21	750	n/a	10.00060208968126
S26-D21	NIRSCWAMPLITUDE	26	21	750	n/a	10.00060208968126
S27-D21	NIRSCWAMPLITUDE	27	21	750	n/a	10.00060208968126
S28-D21	NIRSCWAMPLITUDE	28	21	750	n/a	10.00060208968126
S29-D21	NIRSCWAMPLITUDE	29	21	750	n/a	10.00060208968126
S30-D21	NIRSCWAMPLITUDE	30	21	750	n/a	10.00060208968126
S31-D21	NIRSCWAMPLITUDE	31	21	750	n/a	10.00060208968126
S32-D21	NIRSCWAMPLITUDE	32	21	750	n/a	10.00060208968126
S33-D21	NIRSCWAMPLITUDE	33	21	750	n/a	10.00060208968126
S34-D21	NIRSCWAMPLITUDE	34	21	750	n/a	10.00060208968126
S35-D21	NIRSCWAMPLITUDE	35	21	750	n/a	10.00060208968126
S36-D21	NIRSCWAMPLITUDE	36	21	750	n/a	10.00060208968126
S37-D21	NIRSCWAMPLITUDE	37	21	750	n/a	10.00060208968126
S38-D21	NIRSCWAMPLITUDE	38	21	750	n/a	10.00060208968126
S39-D21	NIRSCWAMPLITUDE	39	21	750	n/a	10.00060208968126
S25-D22	NIRSCWAMPLITUDE	25	22	750	n/a	10.00060208968126
S26-D22	NIRSCWAMPLITUDE	26	22	750	n/a	10.00060208968126
S27-D22	NIRSCWAMPLITUDE	27	22	750	n/a	10.00060208968126
S28-D22	NIRSCWAMPLITUDE	28	22	750	n/a	10.00060208968126
S29-D22	NIRSCWAMPLITUDE	29	22	750	n/a	10.00060208968126
S30-D22	NIRSCWAMPLITUDE	30	22	750	n/a	10.00060208968126
S31-D22	NIRSCWAMPLITUDE	31	22	750	n/a	10.00060208968126
S32-D22	NIRSCWAMPLITUDE	32	22	750	n/a	10.00060208968126
S33-D22	NIRSCWAMPLITUDE	33	22	750	n/a	10.00060208968126
S34-D22	NIRSCWAMPLITUDE	34	22	750	n/a	10.00060208968126
S35-D22	NIRSCWAMPLITUDE	35	22	750	n/a	10.00060208968126
S36-D22	NIRSCWAMPLITUDE	36	22	750	n/a	10.00060208968126
S37-D22	NIRSCWAMPLITUDE	37	22	750	n/a	10.00060208968126
S38-D22	NIRSCWAMPLITUDE	38	22	750	n/a	10.00060208968126
S39-D22	NIRSCWAMPLITUDE	39	22	750	n/a	10.00060208968126
S25-D23	NIRSCWAMPLITUDE	25	23	750	n/a	10.00060208968126
S26-D23	NIRSCWAMPLITUDE	26	23	750	n/a	10.00060208968126
S27-D23	NIRSCWAMPLITUDE	27	23	750	n/a	10.00060208968126
S28-D23	NIRSCWAMPLITUDE	28	23	750	n/a	10.00060208968126
S29-D23	NIRSCWAMPLITUDE	29	23	750	n/a	10.00060208968126
S30-D23	NIRSCWAMPLITUDE	30	23	750	n/a	10.00060208968126
S31-D23	NIRSCWAMPLITUDE	31	23	750	n/a	10.00060208968126
S32-D23	NIRSCWAMPLITUDE	32	23	750	n/a	10.00060208968126
S33-D23	NIRSCWAMPLITUDE	33	23	750	n/a	10.00060208968126
S34-D23	NIRSCWAMPLITUDE	34	23	750	n/a	10.00060208968126
S35-D23	NIRSCWAMPLITUDE	35	23	750	n/a	10.00060208968126
S36-D23	NIRSCWAMPLITUDE	36	23	750	n/a	10.00060208968126
S37-D23	NIRSCWAMPLITUDE	37	23	750	n/a	10.00060208968126
S38-D23	NIRSCWAMPLITUDE	38	23	750	n/a	10.00060208968126
S39-D23	NIRSCWAMPLITUDE	39	23	750	n/a	10.00060208968126
S40-D23	NIRSCWAMPLITUDE	40	23	750	n/a	10.00060208968126
S41-D23	NIRSCWAMPLITUDE	41	23	750	n/a	10.00060208968126
S42-D23	NIRSCWAMPLITUDE	42	23	750	n/a	10.00060208968126
S25-D24	NIRSCWAMPLITUDE	25	24	750	n/a	10.00060208968126
S26-D24	NIRSCWAMPLITUDE	26	24	750	n/a	10.00060208968126
S27-D24	NIRSCWAMPLITUDE	27	24	750	n/a	10.00060208968126
S28-D24	NIRSCWAMPLITUDE	28	24	750	n/a	10.00060208968126
S29-D24	NIRSCWAMPLITUDE	29	24	750	n/a	10.00060208968126
S30-D24	NIRSCWAMPLITUDE	30	24	750	n/a	10.00060208968126
S31-D24	NIRSCWAMPLITUDE	31	24	750	n/a	10.00060208968126
S32-D24	NIRSCWAMPLITUDE	32	24	750	n/a	10.00060208968126
S33-D24	NIRSCWAMPLITUDE	33	24	750	n/a	10.00060208968126
S34-D24	NIRSCWAMPLITUDE	34	24	750	n/a	10.00060208968126
S35-D24	NIRSCWAMPLITUDE	35	24	750	n/a	10.00060208968126
S36-D24	NIRSCWAMPLITUDE	36	24	750	n/a	10.00060208968126
S37-D24	NIRSCWAMPLITUDE	37	24	750	n/a	10.00060208968126
S38-D24	NIRSCWAMPLITUDE	38	24	750	n/a	10.00060208968126
S39-D24	NIRSCWAMPLITUDE	39	24	750	n/a	10.00060208968126
S40-D24	NIRSCWAMPLITUDE	40	24	750	n/a	10.00060208968126
S41-D24	NIRSCWAMPLITUDE	41	24	750	n/a	10.00060208968126
S42-D24	NIRSCWAMPLITUDE	42	24	750	n/a	10.00060208968126
S28-D25	NIRSCWAMPLITUDE	28	25	750	n/a	10.00060208968126
S29-D25	NIRSCWAMPLITUDE	29	25	750	n/a	10.00060208968126
S30-D25	NIRSCWAMPLITUDE	30	25	750	n/a	10.00060208968126
S31-D25	NIRSCWAMPLITUDE	31	25	750	n/a	10.00060208968126
S32-D25	NIRSCWAMPLITUDE	32	25	750	n/a	10.00060208968126
S33-D25	NIRSCWAMPLITUDE	33	25	750	n/a	10.00060208968126
S34-D25	NIRSCWAMPLITUDE	34	25	750	n/a	10.00060208968126
S35-D25	NIRSCWAMPLITUDE	35	25	750	n/a	10.00060208968126
S36-D25	NIRSCWAMPLITUDE	36	25	750	n/a	10.00060208968126
S37-D25	NIRSCWAMPLITUDE	37	25	750	n/a	10.00060208968126
S38-D25	NIRSCWAMPLITUDE	38	25	750	n/a	10.00060208968126
S39-D25	NIRSCWAMPLITUDE	39	25	750	n/a	10.00060208968126
S40-D25	NIRSCWAMPLITUDE	40	25	750	n/a	10.00060208968126
S41-D25	NIRSCWAMPLITUDE	41	25	750	n/a	10.00060208968126
S42-D25	NIRSCWAMPLITUDE	42	25	750	n/a	10.00060208968126
